id,sigma_N_per_m,mu_Pa_s,rho_kg_per_m3,Dn_mm,outcome,R_m,R_std_m,Vi_m_per_s,Vi_std_m_per_s,Vo_m_per_s,Vo_std_m_per_s,ho_m,cor,We,Bo,Oh,cor_from_velocities
184,0.0187,0.00174,870,0.6,b,0.0003270456200551912,1.1593231938064292e-06,0.18470433182348148,2.132217925877073e-05,0.04301286918942526,5.995682842648531e-06,0.0003297734637867642,0.23621848019136973,0.5190869912462904,0.04881612787387935,0.023854188680381905,0.23287417660854792
185,0.0187,0.00174,870,0.6,b,0.0001531439059288398,6.731163227704295e-07,0.13368542405775036,1.3853713365887957e-05,0.055310567805536094,1.0088677380861976e-05,0.00015455769182096544,0.41560816699153613,0.12733432241893922,0.010703999806803975,0.03485932384000884,0.41373671210140794
186,0.0187,0.00174,870,0.6,b,0.0001534861935901628,1.690941006525253e-07,0.05381300916027868,1.026013543381512e-05,0.0195545761917886,1.5350627283344764e-05,0.0001629061478219283,0.4425692113154588,0.020678618351427622,0.010751901700378876,0.03482043247171696,0.3633800914858063
187,0.0187,0.00174,870,0.6,b,0.0003217709082030854,8.008783217249079e-07,0.6795920809040955,0.00019236546861386682,0.18989633710500692,4.657998102924093e-05,0.0003670159699039397,0.28284537358270284,6.9138673268653115,0.047254177260011826,0.024048911854246402,0.27942694219211367
188,0.0187,0.00174,870,0.6,b,0.0003238622626189803,8.978951914185353e-07,0.18664763888159888,1.8146067503161317e-05,0.045060351602901165,6.523042851490996e-06,0.00032394462407457815,0.24151539797887023,0.5249077592353348,0.04787043179221845,0.023971137654772635,0.2414193497057066
189,0.0187,0.00174,870,0.4,b,0.0002257784768140519,2.016151241539004e-06,0.2139346307354357,8.69756034694214e-05,0.0685254940066318,7.166034283248217e-06,0.00023087082916603473,0.3237001399204416,0.4807534046104038,0.02326546467810602,0.028709626946716114,0.32031043207480747
190,0.0187,0.00174,870,0.4,b,0.00022585717704817993,4.5435401264959855e-07,0.06654431211466538,9.898614335612694e-06,0.02304785574174184,1.716860283799142e-05,0.0002296626814855101,0.3698945585737516,0.04653003955909848,0.02328168692090847,0.028704624557033973,0.34635350504528595
191,0.0187,0.00174,870,0.4,b,0.0002265124796660122,1.9888619137831166e-06,0.2083517070584647,7.511825578456774e-05,0.06721755756842754,5.217346517669384e-06,0.00023265743932270302,0.32689184263782517,0.4574713561340248,0.023416982006808012,0.028663073116052006,0.32261582358701724
192,0.0187,0.00174,870,0.4,b,0.00022600822494107435,3.2231736299931984e-07,0.06576869906899555,9.743399186945829e-06,0.02232344451004673,1.875146760626671e-05,0.00023263490340207557,0.3811378794599845,0.04548208791279659,0.023312837807713527,0.028695030884657906,0.339423537732258
193,0.0187,0.00174,870,0.4,b,0.00022594451051506886,2.1261415199922646e-06,0.21215114736091098,8.308134515950029e-05,0.06860568043832985,5.698958701211362e-06,0.00022795519068795968,0.3247335245949625,0.473118804864532,0.02329969532399285,0.02869907647652836,0.3233811426040418
194,0.0187,0.00174,870,0.4,b,0.00022447590456693367,1.76411917520859e-06,0.06613996085128554,8.242872907441008e-06,0.02277844156476618,2.370431593943525e-05,0.00023290491452962318,0.39549279363058687,0.045685169800746606,0.022997790534534074,0.028792803512979,0.3443975664875744
195,0.0187,0.00174,870,0.4,b,0.00022471390110220045,1.362132161598005e-06,0.2848435781892889,9.442322942639632e-05,0.077618090343052,3.6726502027293076e-06,0.00026328748437868247,0.2891030415439815,0.8482433250415348,0.023046582372665044,0.028777552113724274,0.2724937344084056
196,0.0187,0.00174,870,0.4,b,0.00022432955739624654,3.514962917408767e-07,0.08066742758517086,1.2715985795009617e-05,0.02835542796138452,1.2467311042253832e-05,0.00023112871722462291,0.37955190209378675,0.06791419563348593,0.022967813468969214,0.02880219384559254,0.3515102540172871
197,0.0187,0.00174,870,0.4,b,0.000229407262953803,4.960807482312034e-07,0.2275609126230641,4.14331157732526e-05,0.07073527781667224,5.331194646462224e-06,0.0002320685494920872,0.31245877221429214,0.5526881372646758,0.02401933505017593,0.02848165601710986,0.31084107108429204
198,0.0187,0.00174,870,0.4,b,0.00022878277584909693,4.2515466335998e-07,0.0687361800761113,8.613158827219875e-06,0.024477350314896968,1.678190352868472e-05,0.00023113831905035006,0.369585079195386,0.050288856139935285,0.02388874329118605,0.028520501393220203,0.3561057697386339
199,0.0187,0.00174,870,0.4,b,0.00022821118611788,2.62502989031063e-06,0.2299056599505194,4.7425567513395226e-05,0.07078501781565832,4.325150778695859e-06,0.00023230851681923313,0.3103473042092715,0.5611951389317782,0.023769525373106306,0.028556196029925974,0.30788723440254917
200,0.0187,0.00174,870,0.4,b,0.00022821118611788,4.366104772119979e-07,0.06964451541323234,9.441259622661446e-06,0.02467257203726183,1.5732970414201105e-05,0.00022946500074856518,0.3613516547800311,0.05149776915195462,0.023769525373106306,0.028556196029925974,0.3542643938416159
201,0.0187,0.00174,870,0.4,b,0.00022983016036594238,4.378439483096756e-07,0.2684110979479736,6.33769438409293e-05,0.07553613231774915,3.6829503743793775e-06,0.00025832084621969586,0.2948828270914628,0.7703455946242056,0.024107972846967692,0.028455440213984048,0.2814195571465916
202,0.0187,0.00174,870,0.4,b,0.0002292836861098674,1.705131850367471e-07,0.07658291191599924,1.0565946219936707e-05,0.0283633282064213,1.3303058401595161e-05,0.00023331770617722296,0.38815245139286186,0.0625625658932543,0.02399346460371868,0.028489330350812508,0.37036105701402305
