tt,zc,vv,ff,rcn,b2,b3,b4,a1,a2,a3
5.8448081879688,1.38269237472592,0.289472221633199,0,0,-0.0126114974613724,0.000259154131419629,-1.33525841244989e-05,-0.0275255483237315,-0.0483578831352052,-0.0698326969089631
5.89351492286854,1.39741294136255,0.288699212597688,0,0,-0.0095146334511656,0.000289407732909495,-1.19866194469858e-05,-0.0277552426233883,-0.048706800374991,-0.0700403163560512
5.94222165776828,1.41209409282061,0.287926203562176,0,0,-0.0063076885804585,0.000298352273627926,-9.11104250991018e-06,-0.0279845223655898,-0.0490525706928616,-0.0702355419110575
5.99092839266802,1.4267358291001,0.287153194526664,0,0,-0.00305258533154487,0.000286968856293628,-5.37749141871508e-06,-0.0282133842247272,-0.0493951726377067,-0.0704183438889779
6.03963512756776,1.44133815020102,0.286380185491153,0,0,0.000189191389704737,0.000257506366879609,-1.45839237100391e-06,-0.0284418248814275,-0.0497345849629273,-0.0705886948005298
6.08834186246751,1.45590105612337,0.285607176455641,0,0,0.0033577266504236,0.000213239766016404,2.05307543940968e-06,-0.0286698410226017,-0.0500707866277502,-0.0707465693561637
6.13704859736724,1.47042454686714,0.284834167420129,0,0,0.00639575437510599,0.000158178554449405,4.71585014075633e-06,-0.028897429341493,-0.0504037567985328,-0.070891944469685
6.18575533226698,1.48490862243235,0.284061158384618,0,0,0.00924966383327134,9.67483045640217e-05,6.28048699427983e-06,-0.0291245865377245,-0.0507334748500498,-0.0710247992614886
6.23446206716673,1.49935328281898,0.283288149349106,0,0,0.011870416596602,3.3468238140405e-05,6.69486163373926e-06,-0.0293513093173474,-0.0510599203667732,-0.0711451150614035
6.28316880206647,1.51375852802704,0.282515140313595,0,0,0.0142143588628879,-2.73536027981886e-05,6.08058100637049e-06,-0.0295775943928882,-0.0513830731441311,-0.071252875411148
6.33187553696621,1.52812435805653,0.281742131278083,0,0,0.0162439163120534,-8.18887932828127e-05,4.68811165818306e-06,-0.0298034384833969,-0.0517029131897615,-0.0713480660663948
6.38058227186595,1.54245077290745,0.280969122242571,0,0,0.0179281611170513,-0.000127005556905378,2.84043551512461e-06,-0.0300288383144944,-0.0520194207247444,-0.0714306749984462
6.42928900676569,1.5567377725798,0.28019611320706,0,0,0.019243243329767,-0.000160423873210524,8.75148488173119e-07,-0.0302537906184199,-0.0523325761848237,-0.0715006923955191
6.47799574166543,1.57098535707357,0.279423104171548,0,0,0.0201726815480486,-0.000180803000286517,-9.06420945134839e-07,-0.0304782921340782,-0.0526423602216173,-0.0715581106636396
6.52670247656517,1.58519352638878,0.278650095136036,0,0,0.0207075104927665,-0.000187760624609236,-2.27685758625041e-06,-0.0307023396070871,-0.0529487537038088,-0.0716029244271475
6.57540921146491,1.59936228052541,0.277877086100525,0,0,0.0208462858320703,-0.000181827415691934,-3.10373806603331e-06,-0.0309259297898246,-0.0532517377183291,-0.0716351305288103
6.62411594636465,1.61349161948347,0.277104077065013,0,0,0.0205949492337533,-0.000164344743021458,-3.35371929524836e-06,-0.0311490594414759,-0.0535512935715226,-0.0716547280295469
6.67282268126439,1.62758154326296,0.276331068029501,0,0,0.0199665591581607,-0.000137316487909969,-3.08172544217556e-06,-0.0313717253280802,-0.0538474027902971,-0.0716617182077617
6.72152941616413,1.64163205186388,0.27555805899399,0,0,0.0189808952787808,-0.000103228103264036,-2.40913725186727e-06,-0.0315939242225779,-0.0541400471232643,-0.0716561045582892
6.77023615106387,1.65564314528623,0.274785049958478,0,0,0.017663946594815,-6.48472638737341e-05,-1.49585496514565e-06,-0.0318156529048572,-0.054429208541861,-0.0716378927909486
6.81894288596361,1.66961482353,0.274012040922966,0,0,0.0160472952434528,-2.5020606211521e-05,-5.11220152914128e-07,-0.0320369081618006,-0.05471486924146,-0.0716070908287097
6.86764962086335,1.68354708659521,0.273239031887455,0,0,0.0141674096982127,1.35197542439368e-05,3.91839501180768e-07,-0.0322576867873317,-0.054997011642464,-0.071563708805471
6.91635635576309,1.69743993448184,0.272466022851943,0,0,0.0120648624280807,4.83278937096387e-05,1.09622979957355e-06,-0.0324779855824615,-0.0552756183913856,-0.0715077590634487
6.96506309066283,1.7112933671899,0.271693013816432,0,0,0.00978348817073417,7.73842294133492e-05,1.5318935882475e-06,-0.0326978013553349,-0.0555506723619144,-0.0714392561501792
7.01376982556257,1.72510738471939,0.27092000478092,0,0,0.0073694997285242,9.91972318447948e-05,1.67848063062648e-06,-0.0329171309212768,-0.0558221566559666,-0.0713582168151346
7.06247656046231,1.73888198707031,0.270146995745408,0,0,0.00487057862102452,0.000112862827975597,1.56044416985381e-06,-0.0331359711028381,-0.0560900546047227,-0.0712646600059525
7.11118329536205,1.75261717424266,0.269373986709897,0,0,0.0023349580220436,0.000118080698084258,1.2364630090365e-06,-0.0333543187298421,-0.0563543497696497,-0.0711586068642803
7.15989003026179,1.76631294623643,0.268600977674385,0,0,-0.000189484822580765,0.000115129569352125,7.85605299496812e-07,-0.0335721706394301,-0.0566150259435073,-0.0710400807212356
7.20859676516153,1.77996930305164,0.267827968638873,0,0,-0.00265611004602789,0.000104806157468414,2.92738391628394e-07,-0.0337895236761074,-0.056872067151339,-0.0709091070924834
7.25730350006127,1.79358624468827,0.267054959603362,0,0,-0.00502035467341199,8.83344610983311e-05,-1.64596991351865e-07,-0.0340063746917888,-0.0571254576514524,-0.0707657136729304
